High-1	High-2	Low-2	Low-3
AC163720.3	0	0	0	0
AC163720.2	0	0	0	0
AC126280.1	38	40	125	78
Xxylt1	245	187	191	386
Acap2	292	256	349	385
AC130815.3	2	16	2	0
Ppp1r2	1732	1859	2179	2397
AC130815.2	0	0	0	0
Apod	85	73	56	44
AC125371.4	0	0	0	0
AC125371.3	0	0	0	0
Bdh1	441	333	380	461
Gm15743	17	20	8	26
AC125371.2	0	0	0	0
AC161376.1	12	11	2	0
AC161376.2	0	0	0	0
AC126055.1	0	0	0	0
Dlg1	434	404	468	814
Meltf	212	189	112	344
Pigz	7	6	13	2
0610012G03Rik	1334	1282	1222	1218
Ncbp2	1213	1328	1359	1815
Senp5	444	252	463	431
Pak2	988	706	923	1103
Pigx	434	564	582	495
Cep19	451	576	647	856
Gm15729	0	0	0	0
Nrros	35	191	81	126
Bex6	0	0	0	1
Fbxo45	334	218	249	499
Wdr53	245	327	306	387
Smco1	0	0	0	0
Rnf168	571	306	432	607
Ubxn7	185	114	240	172
Tm4sf19	2	4	0	2
Tctex1d2	305	411	358	338
Pcyt1a	450	480	661	1002
AC087556.1	0	0	0	3
Slc51a	0	2	9	0
Zdhhc19	0	0	0	0
AC140186.1	5	3	5	4
Tfrc	742	622	813	1259
Tnk2	328	211	285	253
Tnk2os	0	0	0	0
Muc4	185	228	221	282
Muc20	5	3	13	0
Smbd1	2	0	1	7
Gm26769	0	0	0	0
Rubcn	335	274	444	979
Fyttd1	1189	1194	1206	2236
Lrch3	74	77	106	162
Iqcg	7	15	45	37
Rpl35a	1423	1407	1232	1106
Lmln	76	45	100	68
Osbpl11	132	110	157	217
Snx4	1290	1133	1468	2246
Zfp148	883	637	935	1536
Slc12a8	47	27	1	17
Heg1	617	295	452	405
Gm15657	1	2	0	0
Muc13	48	3	0	6
Itgb5	1086	591	728	1272
Umps	1378	1025	1082	1663
Gm15829	6	12	14	10
Kalrn	65	106	64	43
Ropn1	0	0	0	0
Ccdc14	6	26	39	23
Mylk	0	0	1	0
1700119H24Rik	0	0	0	0
AC110166.1	0	0	0	0
AC110166.2	0	0	0	0
Hacd2	788	802	547	889
Adcy5	1	5	3	6
Sec22a	890	806	803	1067
Pdia5	1491	1309	1157	1970
1600019K03Rik	0	0	0	0
Sema5b	0	1	0	0
Dirc2	708	762	777	1176
Hspbap1	133	119	149	178
Gm26838	2	0	0	0
Parp14	461	267	237	327
Dtx3l	566	293	497	739
Parp9	1162	701	765	1231
Gm15564	3381	2158	2533	1586
Kpna1	1089	791	1104	1654
Wdr5b	232	123	213	204
Fam162a	784	1192	894	769
Ccdc58	260	394	398	294
Csta1	0	0	0	0
Stfa2l1	0	0	0	0
Gm5483	3	0	0	0
Gm5416	0	1	0	0
2010005H15Rik	7	3	0	0
Stfa1	0	0	0	0
BC117090	0	0	0	0
BC100530	0	0	0	0
Gm15845	0	0	0	0
Stfa2	0	0	0	0
Stfa3	5	0	0	0
Casr	137	85	175	448
AC117662.4	0	3	0	0
Cd86	91	152	0	17
Ildr1	1745	1615	2072	3036
Slc15a2	2	10	31	9
Eaf2	39	36	37	57
Iqcb1	339	362	430	585
Golgb1	3639	2446	2967	3372
4930565N06Rik	2	0	0	4
Hcls1	72	100	4	16
Fbxo40	1	0	0	0
Polq	3	4	0	0
Stxbp5l	36	58	36	136
Gtf2e1	305	207	192	419
Rabl3	349	381	454	561
Hgd	4	0	0	0
AC154762.2	0	0	0	0
Ndufb4	424	505	477	366
Fstl1	0	1	0	0
Gm36028	0	0	0	0
Lrrc58	1400	1283	1827	1935
Gpr156	0	0	4	0
Gsk3b	735	733	1148	1126
Nr1i2	0	2	0	0
Maats1	4	15	13	11
Maats1os	0	0	0	0
Cox17	1002	999	871	858
Gm21987	0	0	0	0
Popdc2	0	12	3	0
Pla1a	26	20	3	4
Adprh	2069	1749	1514	2073
D930030I03Rik	7	37	13	9
Cd80	10	17	3	0
Timmdc1	135	117	117	148
Poglut1	567	562	717	790
Tmem39a	2057	2137	2120	2922
Gm17103	0	0	0	0
Arhgap31	6	26	16	4
B4galt4	291	124	179	218
Upk1b	0	0	0	0
4930435E12Rik	0	0	0	0
Gm15802	0	0	0	0
Igsf11	143	126	157	288
AC091463.1	0	0	2	2
AC161816.1	0	0	0	0
Lsamp	0	0	0	0
Gm28750	0	0	0	0
Gap43	25	35	6	6
4932412D23Rik	0	0	0	0
Zbtb20	2028	1743	2896	3569
AC161607.1	13	22	41	20
Gm9968	0	8	2	5
Gm15713	2	4	0	0
Tigit	0	0	1	0
AC154408.2	0	0	0	0
Drd3	0	0	0	0
Qtrt2	171	173	239	263
Ccdc191	211	232	200	220
Zdhhc23	221	92	60	139
Gramd1c	361	245	336	644
Atp6v1a	3249	3020	2050	4693
Naa50	1321	1136	1256	1688
Usf3	76	108	161	67
Sidt1	24	8	0	44
Gm26732	0	0	3	4
Spice1	102	63	108	159
Cfap44	17	2	0	5
Boc	5	0	1	0
Nepro	60	59	34	94
Gtpbp8	415	396	388	546
Cd200r1	29	5	0	0
Cd200r4	2	26	0	0
Cd200r2	0	0	0	0
Cd200r3	0	1	0	0
Ccdc80	0	0	0	1
Slc35a5	616	902	1145	1240
Atg3	1494	1732	1596	1993
Btla	0	0	0	0
Cd200	927	848	800	859
Gm609	7	15	8	2
Gm17783	0	0	0	0
Slc9c1	0	0	0	0
Gcsam	0	0	0	0
BC016579	0	0	0	0
Tmprss7	0	2	0	0
Tagln3	12	35	1	3
Abhd10	537	567	463	486
Gm15591	0	0	0	0
Phldb2	468	253	487	739
Gm15640	0	0	0	0
Gm15638	13	11	6	31
Plcxd2	348	265	330	220
Cd96	0	8	20	4
Gm4737	1	6	0	6
Nectin3	2823	2340	3589	4519
CT025584.1	0	0	0	0
Dppa4	0	0	0	0
Dppa2	4	5	1	2
Gm5485	0	0	0	0
Morc1	99	27	29	52
Trat1	0	1	0	0
Retnlb	0	0	0	0
Retnla	12	189	0	0
Retnlg	0	0	0	0
Dzip3	199	183	159	254
C330027C09Rik	452	387	289	388
Myh15	0	0	0	0
1700026J12Rik	0	0	0	3
Ift57	2413	2394	2624	3563
Gm15518	0	0	3	0
Cd47	9006	7677	6242	7110
Bbx	1476	1299	1852	2073
G730013B05Rik	0	0	0	0
Ccdc54	0	0	0	0
AC138306.1	0	0	0	0
Dubr	45	46	29	33
1700116B05Rik	0	0	2	0
AC126455.1	0	0	0	0
Cblb	137	94	137	183
Alcam	891	502	413	566
4930404A05Rik	0	0	0	0
AC122551.1	0	0	0	0
Zpld1	0	0	1	0
Nfkbiz	1691	808	895	774
Nxpe3	6	14	0	4
Cep97	108	146	120	134
Rpl24	1331	1410	1231	998
Zbtb11os1	170	127	235	192
Zbtb11	244	193	154	362
Pcnp	669	687	685	868
Trmt10c	617	615	634	811
Senp7	181	192	290	330
Impg2	29	12	9	10
Abi3bp	5	3	0	2
Tfg	3683	3096	3418	4144
Adgrg7	0	0	0	0
Tmem45a	0	2	0	0
Gm15839	0	0	0	0
Lnp1	0	0	0	0
Tmem45a2	0	0	0	0
Tomm70a	1292	1113	1297	2050
Nit2	146	162	114	141
Gm16892	2	3	9	1
Tbc1d23	447	321	506	671
Tmem30c	0	1	0	0
Gm26800	0	0	0	0
Cmss1	219	174	175	169
CT025521.3	0	2	0	0
CT025521.2	0	0	0	0
Filip1l	16	15	8	2
Col8a1	15	38	1	3
AC156023.3	0	0	0	0
AC156023.2	0	0	0	0
AC172892.1	0	0	0	0
4930461C15Rik	1	11	3	13
Dcbld2	31	42	76	71
St3gal6	190	126	112	84
Gm813	0	0	0	0
E330017A01Rik	0	0	0	0
AC159200.1	0	0	0	1
Cpox	1716	1342	1333	1914
Gpr15	0	0	0	0
Cldnd1	1504	2095	1803	2013
Olfr172	0	0	0	0
Olfr173	0	0	0	0
Olfr175-ps1	0	0	0	0
Olfr177	0	0	0	0
Olfr178	0	0	0	0
Olfr180	0	0	0	0
Olfr181	0	0	0	0
Olfr183	0	0	0	0
Olfr186	0	0	0	0
Olfr187	0	0	0	0
Olfr190	0	0	0	0
Olfr191	0	0	0	0
Olfr193	0	0	0	0
Olfr194	0	0	0	0
Olfr195	0	0	0	0
Olfr196	0	0	0	0
Olfr198	0	0	0	0
Olfr199	0	0	0	0
Olfr201	0	0	0	0
Olfr202	0	0	0	0
Olfr203	0	0	0	0
Olfr204	0	0	0	0
Olfr205	0	0	0	0
Olfr206	0	0	0	0
Olfr209	0	0	0	0
Gabrr3	0	0	0	0
1700022E09Rik	0	0	0	0
Riox2	477	377	376	470
Crybg3	136	78	148	136
Arl6	818	905	998	1001
Epha6	0	0	0	0
Gm9017	0	0	0	0
AC154292.1	0	0	0	0
Nsun3	273	153	245	273
Arl13b	108	166	190	226
Stx19	14	13	1	9
Pros1	207	154	104	205
AC163285.1	0	0	0	0
CT025155.1	0	0	0	0
AC154568.1	0	2	0	0
Epha3	0	1	0	0
Csnka2ip	0	0	11	0
4930453N24Rik	743	655	614	753
Zfp654	301	161	253	469
Cggbp1	1119	954	1165	1305
Htr1f	0	0	0	0
AC118240.2	0	0	0	0
Pou1f1	0	2	0	0
Chmp2b	892	889	748	1086
Vgll3	0	0	0	0
Cadm2	0	0	0	0
1700010K23Rik	0	0	0	0
4933411O13Rik	0	0	0	0
AC154428.1	0	0	0	0
4930428D20Rik	0	0	0	0
Speer2	1	0	0	1
AC154719.1	0	0	0	0
Gbe1	317	370	358	599
D16Ertd519e	0	0	0	0
AC154345.1	0	0	0	0
4931420L22Rik	0	0	0	0
AC154242.1	0	0	0	0
AC154782.1	0	0	0	0
Robo1	137	129	313	279
Robo2	598	378	494	927
AC129186.1	0	0	0	0
Lipi	0	0	0	0
Rbm11	13	9	7	1
AC166995.1	0	0	0	0
Hspa13	2736	2050	1814	3470
Samsn1	29	20	2	1
Gm15555	0	0	0	0
AC121777.1	0	0	0	0
Nrip1	335	245	290	440
AC145744.1	0	0	0	0
Gm45030	0	0	0	0
AC122509.1	0	0	0	0
Gm45029	0	0	0	0
Gm30790	0	0	1	0
1700041M19Rik	0	0	0	0
Usp25	171	130	158	276
Gm11146	0	0	0	0
Gm17333	0	0	0	0
Cxadr	333	317	272	311
Btg3	294	237	280	268
D16Ertd472e	102	57	50	19
AC098883.2	0	0	6	0
AC122375.2	0	0	0	0
Chodl	0	0	0	0
Tmprss15	0	0	0	0
1700066C05Rik	0	0	0	0
Ncam2	21	11	0	9
AC122392.2	0	0	0	0
AC122817.1	0	0	0	0
Gm21833	0	0	0	0
AC108826.1	0	0	0	0
AC173486.1	0	0	0	0
A730009L09Rik	0	0	0	0
CT027693.2	0	0	0	0
Mir155hg	0	0	4	0
Mrpl39	777	855	784	1065
Jam2	221	250	160	324
Atp5j	6494	6955	6567	6011
Gabpa	126	168	203	383
App	1809	1400	1515	2671
Gm10791	0	0	0	0
Gm49227	0	0	0	0
Gm49226	0	0	0	0
Cyyr1	0	2	0	2
Adamts1	0	17	0	0
AC126936.1	0	0	0	0
Adamts5	0	1	0	0
AC163352.1	0	0	0	0
AC164425.1	0	0	0	0
AC135964.2	21	12	12	2
AC135964.1	0	1	4	0
AC129178.1	0	0	0	0
AC165344.1	0	0	0	0
N6amt1	800	705	842	956
Ltn1	589	306	367	681
Rwdd2b	156	150	163	193
Usp16	2056	1626	1923	2419
Cct8	5321	4853	4639	6512
Map3k7cl	0	0	0	0
Bach1	128	57	121	153
2810407A14Rik	0	0	0	0
Grik1	0	0	0	0
AC093479.1	0	0	0	0
AC110241.2	0	0	0	0
Cldn17	0	0	0	0
Cldn8	0	0	0	0
AC125199.2	0	0	0	0
Krtap24-1	0	0	0	0
2310079G19Rik	0	0	0	0
Krtap26-1	0	0	0	0
Krtap27-1	0	0	0	0
2310061N02Rik	0	0	0	0
Krtap13-1	0	0	0	0
Krtap13	0	0	0	0
2310034C09Rik	0	0	0	0
2310057N15Rik	0	0	0	0
Gm5965	0	0	0	0
AC125199.4	0	0	0	0
AC125199.3	0	0	0	0
Krtap14	0	0	0	0
Krtap15	0	0	0	0
Krtap19-1	0	0	0	0
Krtap19-2	0	0	0	0
Krtap19-3	0	0	0	0
Krtap19-4	0	0	0	0
Krtap19-5	0	0	0	0
Krtap19-9b	0	0	0	0
Krtap16-3	0	0	0	0
Krtap22-2	0	0	0	0
Gm10229	0	0	0	0
Krtap6-1	0	0	0	0
Gm10228	0	0	0	0
Krtap6-5	0	0	0	0
1110025L11Rik	0	0	0	0
Krtap6-3	0	0	0	0
Gm6358	0	0	0	0
Gm10061	0	0	0	0
Gm9789	0	0	0	0
Gm7735	0	0	0	0
1110057P08Rik	0	0	0	0
Krtap20-2	0	0	0	0
Krtap21-1	0	0	0	0
Krtap6-2	0	0	0	0
Krtap8-1	0	0	0	0
Krtap7-1	0	0	0	0
Krtap11-1	0	0	0	0
AC122381.2	0	0	0	0
Tiam1	7	6	17	1
Sod1	1754	1426	1379	1220
Scaf4	391	200	281	599
AC131339.1	0	0	0	0
AC131339.4	1	1	2	0
AC131339.3	0	0	0	0
Hunk	33	26	82	107
AC133505.1	0	0	0	0
1110008E08Rik	0	0	0	0
AC133505.2	0	0	0	0
AC160759.1	1	2	2	1
AC160759.2	0	0	0	0
Mis18a	86	66	108	65
Gm17518	6	32	22	25
Mrap	0	0	0	0
Urb1	230	146	115	221
Eva1c	128	98	70	104
AC134560.1	0	0	0	0
1110004E09Rik	774	857	813	994
Synj1	353	241	299	477
Gm15965	0	0	0	0
Paxbp1	408	326	372	511
4931406G06Rik	0	2	2	0
4932438H23Rik	0	0	0	0
AC034116.3	3	0	0	0
Olig2	0	0	0	0
Olig1	0	0	0	0
Gm15966	0	1	0	0
Ifnar2	1175	1077	675	887
Gm21970	0	0	0	0
Il10rb	482	499	275	416
AC150035.3	0	0	0	0
Ifnar1	460	346	470	737
Ifngr2	642	508	383	415
Tmem50b	1712	1860	2503	3108
Gm15964	6	1	1	0
Dnajc28	57	56	49	50
Gart	583	465	458	1074
Son	4370	3536	4345	3933
Donson	101	93	65	74
Atp5o	2823	2493	2352	2660
Gm10785	11	10	5	8
Cryzl1	1267	1105	1070	1444
Itsn1	141	88	98	183
Gm15976	0	0	0	0
D430001F17Rik	0	0	0	0
Mrps6	281	300	264	231
AC144408.3	0	0	0	2
Slc5a3	0	37	33	15
AC144408.2	0	0	0	0
AC144408.1	0	0	0	0
Kcne2	0	0	0	0
Smim11	541	526	569	451
1700048M11Rik	0	1	0	0
4930563D23Rik	0	0	0	0
Kcne1	0	0	0	0
AC162305.1	0	0	0	0
Rcan1	546	557	485	744
AC174448.1	0	2	0	6
Clic6	0	0	0	14
AC117775.1	0	0	0	0
Runx1	27	11	3	0
Gm26626	0	8	0	0
CT025774.1	0	0	0	0
AC140346.1	0	2	0	0
1700029J03Rik	0	0	0	0
AC135673.1	0	0	0	0
AC160993.1	0	0	0	0
Setd4	103	68	80	124
Cbr1	1053	1167	1416	1368
Gm5678	0	0	0	0
Cbr3	308	252	204	214
Dopey2	454	317	536	828
2310043M15Rik	0	3	0	2
AC168220.3	1	2	0	1
Morc3	339	176	225	346
Chaf1b	111	66	29	104
Cldn14	0	0	0	0
AC165961.3	0	0	0	0
Sim2	0	0	0	0
Hlcs	174	137	294	465
Gm48984	0	0	0	0
Ripply3	424	449	1209	1044
Pigp	1038	1378	1585	1330
Ttc3	1130	1103	1441	1954
CT030190.1	0	0	1	1
Dscr3	1586	1314	1474	1902
Dyrk1a	250	181	323	418
AC165271.1	19	14	0	9
Kcnj6	141	71	73	146
Gm7976	0	0	0	0
AC154546.2	0	0	0	0
Kcnj15	0	0	0	0
AC154691.1	0	0	0	0
Erg	0	0	0	0
Ets2	2155	1371	1272	2305
2810404F17Rik	0	0	0	0
Gm15340	0	0	0	0
Psmg1	676	906	962	966
Brwd1	1034	853	1112	1344
Hmgn1	1891	1924	2077	1965
Wrb	583	382	560	569
Lca5l	3	2	5	7
Sh3bgr	99	35	39	26
B3galt5	369	309	467	656
Igsf5	436	441	273	467
Itgb2l	2	1	1	0
Pcp4	30	23	52	60
Dscam	17	0	0	0
Bace2	14237	14986	19207	18972
Mx1	132	62	55	34
Fam3b	0	0	0	1
Tmprss2	686	323	255	687
Ripk4	1199	974	853	1806
Prdm15	91	40	46	164
C2cd2	180	162	76	184
Zbtb21	409	170	358	507
C030010L15Rik	15	15	12	7
B230307C23Rik	188	147	133	117
A630089N07Rik	44	16	13	62
Scaf8	324	257	388	668
AC165953.2	50	32	37	39
AC165953.3	0	0	0	0
Tiam2	25	6	20	5
Tfb1m	158	189	228	207
Cldn20	0	0	0	0
1700102H20Rik	29	27	16	18
Nox3	0	0	0	0
AC097366.1	0	0	0	1
AC173485.1	0	0	0	0
AC140300.3	0	6	0	0
AC140300.1	17	0	0	0
Arid1b	381	187	437	516
Gm29050	0	0	0	0
Tmem242	756	551	1068	594
Ldhal6b	0	0	0	0
Zdhhc14	221	197	287	395
3300005D01Rik	9	11	0	2
Snx9	629	523	563	882
Synj2	149	37	130	237
Serac1	20	25	26	61
Gtf2h5	1306	1319	1542	1330
Tulp4	730	660	895	830
Tmem181a	500	538	402	391
Dynlt1a	129	126	108	91
Gm26848	7	2	2	6
Dynlt1b	121	142	152	152
Dynlt1c	77	72	69	71
Dynlt1f	167	197	210	179
Sytl3	27	26	45	33
Ezr	694	398	595	958
Gm2885	5	33	9	10
AC168090.1	0	0	0	0
1700122H20Rik	0	0	0	0
Rsph3b	384	275	275	513
AC122413.1	1	3	6	1
Tagap1	145	138	148	191
Rnaset2b	19	19	18	15
AC122413.2	0	0	0	0
Gm1604a	4	4	0	1
Rps6ka2	658	514	1058	2123
Tcp10a	0	1	0	0
Ttll2	0	0	0	0
AC117241.1	0	0	0	0
Gm9992	0	0	0	0
AC119998.3	0	0	0	0
AC119998.5	0	0	0	0
Fndc1	0	0	0	0
E430024P14Rik	4	10	11	3
Tagap	4	2	3	1
Rsph3a	331	151	298	454
AC164314.2	3	0	1	0
Rnaset2a	53	39	58	38
Fgfr1op	187	224	152	328
Ccr6	0	0	0	0
Mpc1	1282	1370	1377	1263
Sft2d1	143	230	209	168
Prr18	0	0	0	0
T2	93	234	418	500
Gm16702	4	10	9	12
T	0	0	0	0
Pde10a	430	227	128	197
Gm17087	2	5	5	7
1700010I14Rik	7	5	30	28
6530411M01Rik	0	2	0	0
Gm17728	0	0	0	0
Pabpc6	0	1	0	0
Qk	64	92	87	31
1700110C19Rik	0	0	0	0
Pacrg	144	137	276	234
A230009B12Rik	0	0	0	0
Gm16168	2	0	0	0
Park2	72	69	87	151
Gm28505	1	1	0	0
Agpat4	69	88	9	28
Map3k4	470	260	327	493
4732491K20Rik	195	157	104	132
Plg	0	0	0	0
Slc22a3	0	0	0	0
Slc22a2	8	0	9	22
Slc22a1	2	8	0	0
Igf2r	903	434	737	621
Airn	115	83	73	69
Mas1	4	11	10	0
Mrgprh	0	0	0	0
Pnldc1	0	0	6	5
Mrpl18	873	812	787	745
Tcp1	2440	2313	2290	3655
Acat3	2	0	0	1
Acat2	263	193	326	495
Wtap	363	332	393	423
Sod2	8132	4587	3818	3644
Gpr31b	2	0	0	1
Tcp10b	5	3	0	0
Unc93a	0	0	1	0
Smok2a	0	0	0	0
Smok2b	0	0	0	0
Tcp10c	0	0	0	0
Tcte2	64	39	57	84
Gm16050	0	0	0	0
Gm16052	0	3	3	0
Gm16049	3	4	6	5
Afdn	1129	890	820	983
Gm7168	0	0	0	0
Gm7356	0	0	0	0
Dact2	101	61	171	150
Smoc2	0	0	0	0
CT010437.2	0	0	0	0
Thbs2	0	1	0	0
Wdr27	36	80	118	63
1600012H06Rik	696	724	718	1161
Phf10	1350	976	905	1229
Gm3417	0	0	0	0
9030025P20Rik	30	22	30	27
Gm3448	0	0	0	0
Gm3435	8	5	8	8
Tcte3	0	1	0	0
Ermard	257	158	223	275
AC154507.2	0	0	0	0
Gm5091	0	0	0	0
AC154507.3	0	0	0	0
Dll1	357	145	140	201
A930024N18Rik	25	7	27	14
Fam120b	1061	796	1190	1602
AC154378.1	18	0	2	6
Psmb1	5944	5355	5370	5297
Tbp	339	441	391	420
Pdcd2	0	0	0	0
Prdm9	19	14	24	18
CT033750.2	0	0	0	0
Chd1	223	227	327	234
Rgmb	578	545	647	830
AC151299.2	0	0	0	0
BC002059	80	98	92	110
Zfp960	15	13	10	6
Zfp97	34	19	31	26
AC129328.1	102	67	44	71
Gm6712	20	34	57	78
AC154200.1	14	6	10	8
Riok2	443	336	434	574
Gm26873	3	12	0	21
Lix1	30	29	14	33
Lnpep	365	332	419	306
Vmn2r90	0	0	0	0
Spaca6	169	124	81	82
Has1	0	0	0	0
Fpr1	7	8	0	0
Fpr2	40	7	0	0
Fpr3	0	0	0	0
Fpr-rs4	0	0	0	0
Vmn2r124	0	0	0	0
Vmn2r91	0	0	0	0
Vmn2r92	0	0	0	0
Vmn2r94	0	0	0	0
Vmn2r93	0	0	0	0
Vmn2r95	0	0	0	0
Vmn2r96	0	0	0	0
Vmn2r-ps117	0	0	0	0
Vmn2r97	0	2	0	0
Vmn2r98	0	0	0	0
CT573043.1	0	0	0	0
Vmn2r99	0	0	0	0
CT030713.2	0	0	0	0
Vmn2r100	0	3	1	0
Vmn2r101	0	0	0	0
Vmn2r102	0	0	0	0
Vmn2r103	0	0	0	0
Vmn2r104	0	0	0	0
Fpr-rs7	0	0	0	0
Fpr-rs6	0	0	0	0
Vmn2r105	0	0	0	0
Vmn2r106	0	0	0	0
Vmn2r107	0	0	0	0
Vmn1r224	0	0	0	0
Vmn2r108	0	0	0	0
Vmn1r225	0	0	0	0
Vmn2r109	0	0	0	0
Gm5145	2	2	1	1
Vmn2r110	0	0	0	0
Fpr-rs3	0	0	0	0
Vmn1r226	0	0	0	0
Vmn1r228	0	0	0	0
Vmn1r229	0	0	0	0
Vmn1r230	0	0	0	0
Vmn1r231	0	0	0	0
AC109204.1	0	0	1	0
Vmn1r232	0	0	0	0
Ppp2r1a	4618	4427	5338	6723
Vmn1r233	0	0	0	0
Zfp160	157	161	119	365
Gm5092	0	0	0	0
Vmn1r234	0	0	0	0
Vmn1r235	0	0	0	0
Vmn1r236	0	0	0	0
Vmn1r237	0	0	0	0
Zfp677	109	98	124	296
CT010433.1	0	1	1	0
Zfp54	250	176	96	248
Zfp51	337	354	248	564
Gm26753	19	16	6	6
Zfp53	201	284	245	368
9330136K24Rik	19	33	29	21
Zfp52	193	50	80	137
Zfp948	244	251	235	293
Zfp983	145	125	165	267
Gm10509	9	24	17	54
Gm10226	24	16	29	66
Zfp760	39	16	26	57
Zfp229	39	53	53	79
Zfp820	30	22	16	29
Zfp995	107	127	104	137
Zfp942	142	147	87	229
Zfp943	349	279	251	475
Gm9772	0	0	0	0
Zfp947	34	50	52	29
Zfp994	258	142	157	262
Zfp944	254	186	172	371
Zfp758	126	182	236	343
Zfp946	309	194	176	393
Vmn2r111	0	0	0	0
Vmn2r112	0	0	0	0
Gm9805	0	0	0	0
Gm5493	2	4	0	1
Gm16386	10	13	21	19
Zfp945	290	327	303	256
Vmn2r113	0	0	0	0
Vmn2r-ps130	0	0	0	0
Zfp40	70	65	83	170
Vmn2r114	0	0	0	0
Vmn2r115	0	0	0	0
Vmn2r116	0	0	0	0
Vmn2r117	0	0	0	0
Gm26695	0	0	0	0
Zfp213	167	160	193	284
Gm49092	5	0	4	0
Zfp13	130	153	199	239
Zscan10	0	0	0	0
Mmp25	2	3	0	0
Bicdl2	280	168	146	264
Thoc6	324	306	213	340
Hcfc1r1	1907	1687	1551	1584
Tnfrsf12a	1134	1059	511	526
Cldn6	113	177	107	110
Cldn9	2	20	0	0
1520401A03Rik	3	8	0	1
Pkmyt1	231	150	114	192
Paqr4	73	51	16	79
Kremen2	0	2	0	0
9530082P21Rik	113	113	87	51
Flywch1	1237	656	1050	1657
Gm49163	0	0	0	0
Gm16275	13	1	0	3
Flywch2	327	240	344	227
D930048G16Rik	57	60	52	80
Srrm2	4854	3094	4868	4124
Elob	4144	3788	3719	3189
Prss33	0	0	0	0
Prss41	33	35	51	61
Prss32	0	0	1	0
Gm15947	0	0	0	0
Prss21	0	0	0	0
Dcpp1	0	0	0	0
Dcpp2	0	0	0	0
Dcpp3	0	0	0	0
Sbp	0	0	0	0
Sbpl	0	0	0	0
Prss30	0	0	0	0
Prss22	3	0	0	0
Gm5225	0	0	0	0
Prss27	0	0	0	0
Kctd5	653	485	560	682
Pdpk1	1100	866	1603	1355
Amdhd2	453	415	400	459
Gm43796	0	0	0	0
Atp6v0c	2052	2025	2159	2357
Tbc1d24	182	105	124	262
Tedc2	67	65	64	116
Ccnf	11	0	0	27
Abca17	1	0	2	0
Abca3	1673	777	915	2144
Rnps1	885	698	872	966
Eci1	710	820	757	897
Dnase1l2	17	0	14	1
E4f1	384	166	239	565
Pgp	1259	1385	1477	1741
Mlst8	258	214	330	422
Bricd5	0	0	0	0
Caskin1	6	7	19	35
Traf7	752	666	739	913
Rab26	23	10	7	10
Rab26os	33	35	18	23
Pkd1	935	621	1198	1445
Tsc2	616	327	533	1415
Nthl1	59	28	48	45
Slc9a3r2	130	108	115	172
Npw	0	0	0	0
Zfp598	400	257	304	538
Syngr3	172	125	79	125
Gfer	595	445	429	454
Noxo1	84	41	68	66
Tbl3	1064	830	703	1229
Rnf151	0	0	4	0
Rps2	4848	4181	3355	3310
Snhg9	126	86	134	68
Ndufb10	3461	3277	3280	3162
Rpl3l	4	5	1	0
Msrb1	167	292	135	139
Hs3st6	438	427	826	1019
Meiob	0	0	0	0
Hagh	2602	2511	2920	3483
Fahd1	440	504	584	585
Igfals	1965	1391	1194	2269
Nubp2	1129	1130	1126	1115
Spsb3	171	166	205	283
Eme2	172	129	139	318
Mapk8ip3	985	568	603	1028
Mrps34	830	691	739	878
Nme3	0	0	0	0
Jpt2	3599	2676	3393	5209
Cramp1l	77	47	62	34
Ift140	150	124	153	285
Tmem204	0	0	0	0
Telo2	148	226	125	281
Ptx4	0	0	0	0
Clcn7	873	454	576	1085
Ccdc154	0	0	0	0
Gm38655	1	0	0	0
BC003965	504	536	559	420
Unkl	16	11	3	3
Gnptg	5833	4792	3925	4950
Tsr3	750	634	630	701
Baiap3	312	321	514	1090
Ube2i	871	870	863	970
Prss34	0	0	0	0
Prss28	0	0	0	0
Prss29	0	0	0	0
Tpsab1	0	0	0	0
Tpsb2	0	1	0	0
Tpsg1	0	0	0	0
Cacna1h	5	10	0	0
Tekt4	2	0	10	1
Sstr5	0	0	22	0
Sox8	0	0	0	0
Lmf1	916	701	530	810
Gng13	7	9	17	10
Chtf18	12	0	34	49
Rpusd1	924	859	940	1423
Mslnl	25	38	54	46
Msln	2061	2595	4279	6887
Narfl	590	720	720	1121
Haghl	631	481	588	699
Ccdc78	5	8	11	7
Fam173a	1821	1739	1615	1730
Metrn	2	3	1	3
Gm26694	4	0	0	1
Fbxl16	3090	2698	3876	5460
Wdr24	618	561	735	889
Jmjd8	1476	1307	1526	2009
Stub1	2610	2262	2494	2858
Rhbdl1	4	4	2	8
Gm20683	3	1	0	1
Rhot2	330	197	274	298
Wdr90	430	206	200	787
Mcrip2	142	142	170	180
Mettl26	2374	2411	2731	2782
Wfikkn1	32	9	0	11
Rab40c	433	407	678	655
Pigq	1488	1128	1463	2055
Nhlrc4	0	0	0	0
A930017K11Rik	0	0	0	0
D630044L22Rik	0	1	0	1
Capn15	304	155	179	345
1700022N22Rik	9	25	20	10
Rab11fip3	272	148	416	613
Decr2	934	886	1315	1609
Nme4	114	143	249	196
Gm8186	51	54	66	38
Tmem8	1144	1254	1334	2163
Mrpl28	1465	1656	1719	1937
Axin1	566	284	723	1539
Pdia2	6	15	0	4
Arhgdig	611	415	601	582
Rgs11	1541	1170	1461	2245
Fam234a	2375	2201	4053	5292
Luc7l	920	755	888	1130
